HUD PROJECT NUMBER,PREMISE ID,PROPERTY NAME,PROPERTY STREET,PROPERTY CITY,PROPERTY STATE,PROPERTY ZIP,UNITS,INITIAL ENDORSEMENT DATE,FINAL ENDORSEMENT DATE,ORIGINAL MORTGAGE AMOUNT,FIRST PAYMENT DATE,MATURITY DATE,TERM IN MONTHS,INTEREST RATE,CURRENT PRINCIPAL AND INTEREST,AMORTIZED PRINCIPAL BALANCE,HOLDER NAME,HOLDER CITY,HOLDER STATE,SERVICER NAME,SERVICER CITY,SERVICER STATE,SECTION OF ACT CODE,SOA CATEGORY/SUB CATEGORY,TE,TC
01222276,0000004028,WEST LEDGE NURSING CENTER,2000 E. MAIN ST.,PEEKSKILL,NY,10566,100,1/30/2013,1/30/2013,"4,589,500 ",3/1/2013,5/1/2034,255,2.55,"23,331.29 ","4,354,697.54 ",HEARTLAND BANK,CHESTERFIELD,MO,HEARTLAND BANK,CHESTERFIELD,MO,RFP,223(a)(7)/232/223(f)/Pur/Refi/Nursing Home,,
01222277,0000024643,OYSTER BAY MANOR & HARBOR HOUS,150 SOUTH STREET,OYSTER BAY,NY,11771,201,1/22/2013,1/22/2013,"19,563,000 ",3/1/2013,2/1/2043,360,2.73,"79,657.13 ","18,954,427.31 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNA,232/ 223(f)/Pur/Refin/ Assisted Living,,
01222278,0000025389,GLENGARIFF HCC,141 DOSORIS LANE,GELN COVE,NY,11542,262,7/30/2013,7/30/2013,"17,859,800 ",9/1/2013,8/1/2048,420,3.55,"74,331.20 ","17,619,815.67 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01222279,0000020499,AVALON GARDENS REHABILITATION,7 ROUTE 25A,SMITHTOWN,NY,11787,353,4/30/2013,4/30/2013,"17,454,600 ",6/1/2013,1/1/2046,392,4.5,"85,067.87 ","17,173,221.92 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,RFP,223(a)(7)/232/223(f)/Pur/Refi/Nursing Home,,
01222280,0000025885,ELANT2-AT NEWBURGH,172 MEADOW HILL ROAD,NEWSBURGH,NY,12550,190,12/30/2013,12/30/2013,"9,434,300 ",2/1/2014,8/1/2031,211,4.11,"62,871.07 ","9,249,371.30 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01222281,0000025886,ELANT2-AT GOSHEN,46 HARRIMAN DRIVE,GOSHEN,NY,10924,234,12/30/2013,12/30/2013,"13,805,400 ",2/1/2014,8/1/2031,211,4.11,"92,000.49 ","13,534,790.18 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01222283,0000025451,SKY VIEW REHABILITATION & HEAL,1280 ALBANY ROAD,CROTON ON HUDSON,NY,10520,192,7/25/2013,7/25/2013,"15,957,600 ",9/1/2013,8/1/2043,360,4.2,"78,035.40 ","15,709,262.66 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01222286,0000025246,HOPKINS CENTER FOR REHAB & HEA,155 DEAN STREET,BROOKLYN,NY,11217,228,7/3/2013,7/3/2013,"30,774,300 ",9/1/2013,8/1/2048,420,2.9,"116,724.18 ","30,302,747.06 ",HEARTLAND BANK,CHESTERFIELD,MO,HEARTLAND BANK,CHESTERFIELD,MO,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01222288,0000025524,RAMAPO MANOR,30 CRAGMERE ROAD,SUFFERN,NY,10901,203,8/8/2013,8/8/2013,"23,518,200 ",10/1/2013,9/1/2046,396,4.2,"109,851.12 ","23,238,447.93 ",KEYBANK NATIONAL ASSOCIATION,MOUNT LAUREL,NJ,KEYBANK NATIONAL ASSOCIATION,MOUNT LAUREL,NJ,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01222289,0000021517,HIGHFIELD GARDENS CARE CENTER,199 COMMUNITY DRIVE,GREAT NECK,NY,11021,200,2/26/2013,2/26/2013,"20,222,500 ",4/1/2013,4/1/2046,397,3.45,"85,487.35 ","19,775,374.70 ",PRUDENTIAL HUNTOON PAIGE ASSOC,DALLAS,TX,PRUDENTIAL HUNTOON PAIGE ASSOC,DALLAS,TX,RFP,223(a)(7)/232/223(f)/Pur/Refi/Nursing Home,,
01222290,0000018224,CORTLANDT HEALTHCARE,110 OREGON RD,CORTLANDT MANOR,NY,10567,120,2/28/2013,2/28/2013,"9,523,000 ",4/1/2013,6/1/2039,315,3.32,"45,334.14 ","9,212,819.37 ",CENTURY HEALTH CAPITAL INC,SARATOGA SPRINGS,NY,CENTURY HEALTH CAPITAL INC,SARATOGA SPRINGS,NY,RFP,223(a)(7)/232/223(f)/Pur/Refi/Nursing Home,,
01222291,0000025887,MILLS POND,273 MORISCHES ROAD,ST. JAMES,NY,11780,252,12/23/2013,12/23/2013,"17,960,400 ",2/1/2014,1/1/2049,420,4.18,"81,474.80 ","17,845,930.76 ",GREYSTONE FUNDING CORPORATION,ATLANTA,GA,GREYSTONE SERVICING CORP INC,WARRENTON,VA,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01222292,0000025772,SPLIT ROCK REHABILITATION & HE,3525 BAYCHESTER AVENUE,BRONX,NY,10466,240,11/26/2013,11/26/2013,"16,932,900 ",1/1/2014,12/1/2038,300,4.2,"91,258.56 ","16,706,580.84 ",HEARTLAND BANK,CHESTERFIELD,MO,HEARTLAND BANK,CHESTERFIELD,MO,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01222295,0000018228,SANS SOUCI REHAB & NURSING CTR,115 PARK AVENUE,YONKERS,NY,10703,120,5/29/2013,5/29/2013,"8,961,900 ",7/1/2013,10/1/2044,376,3.6,"39,785.11 ","8,791,155.75 ",ROCKHALL FUNDING CORP,RESTON,VA,ROCKHALL FUNDING CORP,RESTON,VA,RFP,223(a)(7)/232/223(f)/Pur/Refi/Nursing Home,,
01222298,0000026210,BENSONHURST CENTER FOR REHABIL,1740 84TH STREET,BROOKLYN,NY,11214,200,3/25/2014,3/25/2014,"18,472,300 ",5/1/2014,4/1/2047,396,3.84,"82,349.52 ","18,402,362.20 ",HEARTLAND BANK,CHESTERFIELD,MO,HEARTLAND BANK,CHESTERFIELD,MO,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01222299,0000026433,HOLLISWOOD CC,194-44 WOODHULL AVENUE,HOLLIS,NY,11423,314,5/20/2014,5/20/2014,"36,696,000 ",7/1/2014,6/1/2044,360,3.59,"166,630.52 ","36,639,151.68 ",GREYSTONE FUNDING CORPORATION,ATLANTA,GA,GREYSTONE SERVICING CORP INC,WARRENTON,VA,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01222300,0000019163,VALLEY VISTA ADULT HOME,141 NORTH ROAD,HIGHLAND,NY,12528,89,8/29/2013,8/29/2013,"7,363,700 ",10/1/2013,9/1/2048,420,4.5,"34,849.21 ","7,290,113.40 ",GREYSTONE FUNDING CORPORATION,ATLANTA,GA,GREYSTONE SERVICING CORP INC,WARRENTON,VA,RFQ,223(a)(7)/232/223(f)/Pur/Refi/Assisted Living,,
01222302,0000026602,PUTNAM RIDGE NURSING HOME,46 MT. EBO ROAD,BREWSTER,NY,10509,160,6/26/2014,6/26/2014,"24,800,000 ",8/1/2014,7/1/2044,360,3.68,"113,869.82 ","24,800,000.00 ",CENTURY HEALTH CAPITAL INC,SARATOGA SPRINGS,NY,CENTURY HEALTH CAPITAL INC,SARATOGA SPRINGS,NY,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
01232228,0000009427,GLEN COVE SNR CZN&FAMILY,132-140 GLEN ST,GLEN COVE,NY,11542,61,6/24/1981,4/13/1983,"3,244,000 ",5/1/1983,11/1/2022,475,7.5,"21,383.62 ","1,586,478.09 ",NEW YORK STATE TEACHER RET SYS,ALBANY,NY,WELLS FARGO BANK NA,MC LEAN,VA,LUR,220 Urban Renewal Hsg.,,
01232276,0000003225,VILLA ALEJANDRINA,420 EAST 146TH STREET,BRONX,NY,10455,71,1/27/2005,1/27/2005,"670,000 ",3/1/2005,2/1/2035,360,6.5,"4,234.86 ","575,933.92 ",WACHOVIA MULTIFAMILY CAPITAL I,CHARLOTTE,NC,WELLS FARGO BANK NA,MC LEAN,VA,REF,223(a)(7)/220 Refi/ Urban Renewal,,
01232277,0000002832,MAPLEWOOD APTS,20 MAPLE STREET,POUGHKEEPSIE,NY,12601,85,4/28/2005,4/28/2005,"1,382,400 ",6/1/2005,5/1/2035,360,5.75,"8,067.31 ","1,174,005.11 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,REF,223(a)(7)/220 Refi/ Urban Renewal,,
01235275,0000009618,MORNINGSIDE HOUSES,101-05 W 109&400-10 W 11,NEW YORK-MANHATTAN,NY,10025,139,11/14/1978,1/6/1982,"5,480,000 ",12/1/1980,11/1/2020,480,7.5,"25,648.53 ","1,537,985.36 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
01235484,0000009442,HENRY DUBOIS TOWNHOUSES,HENRY DUBOIS DR,NEW PALTZ,NY,12561,101,6/30/1981,2/2/1983,"3,818,900 ",1/1/1983,12/1/2022,480,9.5,"30,935.45 ","2,145,527.64 ",WACHOVIA MULTIFAMILY CAPITAL I,CHARLOTTE,NC,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
01235624,0000009026,ASTORIA MAC,110 ASTORIA BLVD.,NEW YORK-QUEENS,NY,11102,62,12/26/1989,5/5/1992,"2,193,200 ",6/1/1991,5/1/2016,300,8.5,"17,660.24 ","358,594.03 ",NEW YORK CITY HOUS DEV CORP,NEW YORK,NY,NEW YORK CITY HOUS DEV CORP,NEW YORK,NY,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
01235647,0000007845,ALDUS GREEN APTS,ALDUS STREET BRYANT AVE,BRONX,NY,11107,395,9/30/1999,9/30/1999,"100,000 ",11/1/1999,10/1/2019,240,10.5,998.38 ,"48,194.58 ",HEARTLAND BANK,CHESTERFIELD,MO,HEARTLAND BANK,CHESTERFIELD,MO,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235651,0000007223,ST CASIMIR SENIOR APTS,1123 ST CASIMIR AVE,YONKERS,NY,10708,107,3/27/2001,5/7/2004,"9,697,400 ",7/1/2002,6/1/2042,480,5,"46,760.53 ","8,435,461.52 ",GREYSTONE SERVICING CORP INC,WARRENTON,VA,GREYSTONE SERVICING CORP INC,WARRENTON,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,TC
01235655,0000006829,RIVERVIEW APARTMENTS,606 WEST 135TH STREET,NEW YORK NY,NY,10031,111,10/11/2001,10/11/2001,"370,000 ",12/1/2001,11/1/2022,252,7.66,"2,957.86 ","217,754.19 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235656,0000006634,RIVERVIEW II APTS,6180WEST 135TH STREET,NEW YORK,NY,10031,60,12/20/2001,12/20/2001,"667,500 ",2/1/2002,1/1/2035,396,7.95,"4,771.35 ","578,298.44 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235660,0000001842,HENRY PHIPPS PLAZA SOUTH,330 EAST 26TH STREET,NEW YORK,NY,10010,404,6/30/2006,3/14/2012,"30,098,700 ",3/1/2009,2/1/2049,480,6.5,"201,621.86 ","27,465,922.29 ",NEW YORK CITY HOUS DEV CORP,NEW YORK,NY,NEW YORK CITY HOUS DEV CORP,NEW YORK,NY,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
01235661,0000004831,PROSPECT ARMS,1621 PROSPECT PLACE,BROOKLYN,NY,11233,91,10/3/2003,10/3/2003,"985,000 ",12/1/2003,11/1/2033,360,7,"6,553.23 ","832,002.98 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235663,0000003226,WIEN HOUSE,60 NAGLE AVENUE,NEW YORK,NY,10040,100,12/29/2004,11/2/2006,"9,395,000 ",2/1/2006,1/1/2046,480,5.6,"50,471.47 ","8,531,673.25 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
01235668,0000003424,EBONY GARDENS,138 SOUTH 6TH AVENUE,MT VERNON,NY,10550,144,11/16/2004,4/6/2006,"8,801,000 ",12/1/2005,11/1/2045,480,5.32,"44,375.08 ","8,112,410.59 ",WACHOVIA MULTIFAMILY CAPITAL I,CHARLOTTE,NC,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
01235671,0000002826,KINGS COUNTY SENIOR RESIDENCE,600 ALBANY AVENUE,BROOKLYN,NY,11203,173,6/30/2005,12/19/2007,"13,145,000 ",2/1/2007,1/1/2047,480,3.22,"48,738.87 ","11,776,210.76 ",WACHOVIA MULTIFAMILY CAPITAL I,CHARLOTTE,NC,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
01235675,0000003430,ELLENVILLE URBAN RENEWAL HSG,110 CENTER STREET,ELLLENVILLE,NY,12428,52,9/28/2004,9/28/2004,"682,000 ",11/1/2004,10/1/2021,204,7,"5,726.49 ","389,838.42 ",WACHOVIA MULTIFAMILY CAPITAL I,CHARLOTTE,NC,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235677,0000003260,PULASKI MANOR,365 & 375 PULASKI STREET,BROOKLYN,NY,11206,65,1/19/2005,1/19/2005,"1,348,400 ",3/1/2005,2/1/2035,360,5.95,"8,041.04 ","1,143,747.10 ",HEARTLAND BANK,CHESTERFIELD,MO,HEARTLAND BANK,CHESTERFIELD,MO,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235678,0000003040,ANDPRESS PLAZA,2 ANDPRESS PLAZA,NORTH AMITYVILLE,NY,11701,51,4/21/2005,4/21/2005,"2,365,700 ",6/1/2005,2/1/2036,369,6.1,"14,214.20 ","2,044,202.19 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235679,0000002840,GATEWAY PLAZA,345-395 SOUTH END,NEW YORK,NY,10280,1712,4/27/2005,4/27/2005,"94,229,700 ",6/1/2005,6/1/2023,217,5.395,"680,868.11 ","57,730,817.15 ",WACHOVIA MULTIFAMILY CAPITAL I,CHARLOTTE,NC,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235682,0000003049,MALCOLM XII PHASE A,114 WEST 143RD STREET,NEW YORK,NY,10030,91,4/22/2005,4/22/2005,"2,089,000 ",6/1/2005,5/1/2024,228,6.5,"15,977.84 ","1,390,387.73 ",HEARTLAND BANK,CHESTERFIELD,MO,HEARTLAND BANK,CHESTERFIELD,MO,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235683,0000002825,BROWNSVILLE GARDENS,50 LEGION STREET,BROOKLYN,NY,11212,161,5/27/2005,5/27/2005,"2,763,700 ",7/1/2005,6/1/2024,228,5.65,"19,795.94 ","1,800,370.64 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,REH,223(a)(7)/221(d)(3) MKT Refi/ Moderate Income,,
01235686,0000000828,RESTORE HOUSING APARTMENTS,260 280 HERKIMER STREET,BROOKLYN,NY,11216,138,6/29/2007,7/29/2011,"12,556,000 ",5/1/2009,4/1/2049,480,5.7,"75,181.02 ","11,417,843.99 ",WACHOVIA MULTIFAMILY CAPITAL I,CHARLOTTE,NC,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
01235687,0000000627,BEAVERIDGE SENIOR CITIZEN APTS,1965 ALLAN AVENUE,YORKTOWN HEIGHTS,NY,10598,167,9/25/2007,9/25/2007,"4,171,500 ",11/1/2007,6/1/2021,164,6.15,"37,666.95 ","2,541,251.91 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235694,0000019592,410 GRAND ST.,,NEW YORK,NY,10002,200,6/29/2010,12/19/2013,"31,914,900 ",5/1/2013,4/1/2053,480,6.1,"196,020.58 ","31,389,665.54 ",OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,MMI,221(d)(3) Mkt. Rate Moderate Inc/ Disp Fams,,
01235695,0000019591,131 BROOME ST,,NEW YORK,NY,10002,200,6/29/2010,12/19/2013,"32,461,900 ",5/1/2013,4/1/2053,480,6.1,"198,340.77 ","31,943,822.66 ",OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,MMI,221(d)(3) Mkt. Rate Moderate Inc/ Disp Fams,,
01235696,0000019590,460 GRAND ST.,,NEW YORK,NY,10002,200,6/29/2010,12/19/2013,"30,256,300 ",5/1/2013,4/1/2053,480,6.1,"184,067.47 ","29,785,815.77 ",OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,MMI,221(d)(3) Mkt. Rate Moderate Inc/ Disp Fams,,
01235698,0000019011,ORCHARD HILLS,ROUTE 9W & OAK STREET,NEWBURGH,NY,12550,260,5/25/2010,,"50,175,400 ",3/1/2012,2/1/2052,480,5.95,"274,325.05 ","50,175,400.00 ",METROPOLITAN FUNDING CORP,NEW YORK,NY,METROPOLITAN FUNDING CORP,NEW YORK,NY,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
01235703,0000006045,SUTTER GARDENS,BLAKE AVE & HENDRIX STREET,BROOKLYN,NY,11207,258,4/13/2011,4/13/2011,"13,340,800 ",6/1/2011,7/1/2036,302,4,"70,146.14 ","12,302,433.45 ",OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235705,0000022116,RIVERWAY APARTMENTS,230 RIVERDALE AVENUE,BROOKLYN,NY,11212,115,6/29/2011,10/17/2013,"20,225,000 ",11/1/2013,10/1/2051,456,2.272,"66,260.27 ","19,971,376.85 ",NEW YORK CITY HOUS DEV CORP,NEW YORK,NY,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,TC
01235706,0000022705,373 WYTHE AVE APARTMENTS,373 WYTHE AVENUE,BROOKLYN,NY,11211,88,9/23/2011,5/9/2014,"21,990,400 ",8/1/2013,7/1/2053,480,5,"106,036.96 ","21,813,458.10 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
01235708,0000001826,HARRIET TUBMAN TERRACE APTS,29 JEFFERSON STREET,POUGHKEEPSIE,NY,12601,200,7/20/2012,7/20/2012,"13,698,200 ",9/1/2012,8/1/2052,480,3.74,"55,055.15 ","13,403,900.15 ",GREYSTONE FUNDING CORPORATION,ATLANTA,GA,GREYSTONE SERVICING CORP INC,WARRENTON,VA,REH,223(a)(7)/221(d)(3) MKT Refi/ Moderate Income,,
01235710,0000000042,GREATER CENTENNIAL HOMES,103 SOUTH 8TH AVENUE,MOUNT VERNON,NY,10550,152,3/28/2013,3/28/2013,"13,847,400 ",5/1/2013,4/1/2053,480,3.85,"56,588.53 ","13,660,823.78 ",ROCKHALL FUNDING CORP,RESTON,VA,ROCKHALL FUNDING CORP,RESTON,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235711,0000004038,MANHATTAN WEST APARTMENTS,135 WEST 106TH STREET,NEW YORK,NY,10025,231,12/14/2012,12/14/2012,"7,468,600 ",2/1/2013,5/1/2034,256,2.78,"38,708.30 ","7,075,609.29 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01235712,0000026230,ASSOCIATES BLIND AKA SELIS MAN,135 WEST 23RD STREET,NEW YORK,NY,10011,205,4/3/2014,,"64,751,000 ",2/1/2014,1/1/2057,516,4.98,"311,369.91 ","64,751,000.00 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
01235713,0000001040,NEW SQUARE FAMILY,700 WILSON AVENUE,VILLAGE OF NEW SQR,NY,10977,45,5/30/2013,5/30/2013,"2,384,600 ",7/1/2013,1/1/2036,271,3.47,"12,704.84 ","2,307,753.88 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
01243089,0000010224,HAVEN MANOR HRF,1441 GREENPORT RD.,NY-QUEENS,NY,11691,240,12/13/1972,11/5/1975,"3,679,900 ",10/1/1974,9/1/2014,480,7,"22,868.05 ","45,337.64 ",NEW YORK COMMUNITY BANK,CLEVELAND,OH,NEW YORK COMMUNITY BANK,CLEVELAND,OH,RNF,232 Nursing Homes,,
01243113,0000009633,GRAND MANOR HRF,700 WHITE PLAINS RD,NEW YORK-BRONX,NY,10473,240,10/4/1978,1/14/1983,"5,643,000 ",5/1/1981,4/1/2021,480,9.5,"45,716.78 ","2,711,514.66 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,RNF,232 Nursing Homes,,
01243124,0000009246,EAST PAVILLION,5961 PALISADES AV,NEW YORK-BRONX,NY,10471,140,3/19/1985,5/4/1989,"12,276,799 ",5/1/1987,4/1/2027,480,5.25,"69,544.65 ","7,744,858.84 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,RNF,232 Nursing Homes,,
01243128,0000009034,EGER HEALTH CARE CENTER,140 MEISNER AVE,NEW YORK-STATEN ISL,NY,10306,366,8/10/1989,4/29/1993,"14,955,600 ",5/1/1991,4/1/2016,300,4.05,"101,681.52 ","2,058,048.69 ",CENTURY HEALTH CAPITAL INC,SARATOGA SPRINGS,NY,CENTURY HEALTH CAPITAL INC,SARATOGA SPRINGS,NY,RNF,232 Nursing Homes,,
01243130,0000009028,MANHATTANVILLE NRSG CNTR,211 WEST 231ST STREET,NEW YORK-BRONX,NY,10463,200,2/18/1988,4/24/1991,"7,991,952 ",8/1/1991,1/1/2029,450,12,"80,837.84 ","6,652,608.10 ",PRUDENTIAL HUNTOON PAIGE ASSOC,DALLAS,TX,PRUDENTIAL HUNTOON PAIGE ASSOC,DALLAS,TX,RNF,232 Nursing Homes,,
01243144,0000009025,CHAPIN HOME FOR THE AGIN,165-01 CHAPIN PARKWAY,JAMAICA,NY,11432,220,10/2/1991,1/28/2002,"16,713,990 ",5/1/1994,4/1/2034,480,3.75,"77,257.17 ","12,920,692.95 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,RNF,232 Nursing Homes,,
01243153,0000009031,ST. JOHNLAND NURSING HOME,395 SUNKEN MEADOW ROAD,SMITHTOWN,NY,11787,250,5/12/1994,4/14/1999,"12,732,483 ",10/1/1995,9/1/2020,300,5.5,"82,104.10 ","5,142,716.18 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,RNF,232 Nursing Homes,,
01243154,0000008626,BETHEL SPRINGVALE NURSING HOME,ALBANY POST RD,CORTLANDT,NY,10562,200,1/25/1996,1/27/2000,"19,765,194 ",1/1/1998,12/1/2027,360,5.85,"118,938.74 ","13,246,788.34 ",CENTURY HEALTH CAPITAL INC,SARATOGA SPRINGS,NY,CENTURY HEALTH CAPITAL INC,SARATOGA SPRINGS,NY,RNF,232 Nursing Homes,,
01243184,0000008636,FLUSHING MANOR GERIATRIC,36 17 PARSONS BLVD,FLUSHING,NY,11354,299,3/12/1996,9/28/1998,"33,889,136 ",4/1/1998,12/1/2027,357,7.75,"243,301.33 ","24,309,541.80 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,RNF,232 Nursing Homes,,
01243193,0000008641,HEBREW HOSPITAL HOME,GRASSLANDS RD,WESTCHESTER,NY,10475,160,12/19/1996,5/26/2005,"18,432,000 ",10/1/1998,9/1/2028,360,4.79,"116,591.73 ","14,370,110.41 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,RNF,232 Nursing Homes,,
01243208,0000008027,MENORAH HOME,1516 PRIENTAL BLVD,BROOKLYN,NY,11235,526,2/24/1999,7/7/2010,"68,624,500 ",6/1/2001,5/1/2031,360,5.51,"398,586.98 ","49,309,617.15 ",DORMITORY AUTHORITY STATE OF N,ALBANY,NY,WELLS FARGO BANK NA,MC LEAN,VA,RNF,232 Nursing Homes,,
01243211,0000007828,RIVER VALLEY CARE CENTER,130 164 MAIN STREET,POUGHKEEPSIE,NY,12602,160,9/17/1999,12/12/2001,"17,228,200 ",2/1/2002,4/1/2031,351,4.24,"96,891.05 ","13,925,943.14 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,RNF,232 Nursing Homes,,
01243215,0000007833,MICHAEL MALOTZ SKILLED NUR PAV,120 ODELL AVE,YONKERS,NY,10701,120,8/3/1999,8/14/2003,"14,750,000 ",4/1/2001,3/1/2031,360,6.5,"93,230.03 ","11,369,078.76 ",UNITED STATES TRUST CO NY,NEW YORK,NY,PRUDENTIAL HUNTOON PAIGE ASSOC,DALLAS,TX,RNF,232 Nursing Homes,,
